499.9975281,8.7932307146,0.2311307823,1.638
499.0131531,8.7932307146,0.2457378723,1.638
497.9906311,8.6966448396,0.2671333553,1.638
497.0058289,8.7409998115,0.2884423357,1.638
495.9829102,8.7126395779,0.2993551854,1.638
494.9976807,8.6791275377,0.3033910257,1.638
494.0122681,8.6791275377,0.2892926152,1.638
492.9887085,8.6349856367,0.283545021,1.638
492.0028687,8.6612799668,0.2819296273,1.638
491.0168457,8.6612799668,0.2913973663,1.638
489.9926453,8.5901847502,0.3023784924,1.638
489.0061951,8.5468571353,0.3105717202,1.638
487.9815979,8.49449268925,0.3357357563,1.638
486.994751,8.4905971985,0.3525517441,1.638
486.0077209,8.46378732105,0.3689279544,1.638
484.9825134,8.52723381365,0.3705296386,1.638
483.9950867,8.47351048415,0.3703527709,1.638
483.0074158,8.45283883165,0.3748594628,1.638
481.9815369,8.4869701211,0.3796494486,1.638
480.9935608,8.4763815007,0.3924045953,1.638
480.0053406,8.44772064185,0.3991128139,1.638
479.0167847,8.44772064185,0.4121093745,1.638
477.9901733,8.4590519486,0.4337728496,1.638
477.0013428,8.4262551333,0.4433133535,1.638
476.0123291,8.4703866152,0.4510739933,1.638
474.9850769,8.44530539685,0.4663618901,1.638
473.995636,8.42603263685,0.4792405375,1.638
473.0060425,8.3626409494,0.4851572702,1.638
472.0162354,8.46632832965,0.4982230044,1.638
470.9881287,8.3990990016,0.5244333082,1.638
469.9979553,8.3608632894,0.5398743273,1.638
469.0075684,8.368248364,0.5485711491,1.638
468.0169067,8.32403114415,0.5685419113,1.638
466.9880676,8.2795091672,0.5764699301,1.638
465.9971313,8.2862457954,0.6013593871,1.638
465.0059204,8.2862457954,0.6069619849,1.638
464.0145874,8.2756355999,0.6235914663,1.638
462.9849243,8.19275277445,0.6408068741,1.638
461.9931641,8.1422361142,0.650616896,1.638
461.0012512,8.17023117315,0.6762077441,1.638
460.0091858,8.0563022301,0.6809739877,1.638
459.0168152,8.029797161,0.6980632626,1.638
457.9862061,8.0228627858,0.7150664118,1.638
456.9935608,7.9483173604,0.7245845296,1.638
456.0006714,7.9400679631,0.7448038375,1.638
455.0076294,7.91708392865,0.7496966674,1.638
454.0144043,7.86639998485,0.7632892145,1.638
452.9827271,7.78431069175,0.7815125954,1.638
451.9891052,7.78431069175,0.7926547732,1.638
450.9953613,7.7924835568,0.811922833,1.638
450.0013733,7.7634778419,0.8165901094,1.638
449.0071716,7.6848943786,0.8307459985,1.638
448.0128784,7.68862431035,0.8472740767,1.638
447.0183411,7.698867013,0.857508622,1.638
445.9853516,7.6063751872,0.8748593092,1.638
444.990448,7.6063751872,0.8862892872,1.638
443.9953918,7.56419358075,0.8925319275,1.638
443.0001221,7.508890302,0.9087250521,1.638
442.0047302,7.45883898745,0.9148842647,1.638
441.0090332,7.3999657543,0.9299703337,1.638
440.0133057,7.39699896635,0.9348231219,1.638
439.017334,7.31902785235,0.9442864625,1.638
437.9828491,7.1880740214,0.9563531829,1.638
436.9865112,7.12964521735,0.9597094543,1.638
435.9900208,7.0620433417,0.9704347349,1.638
434.9933167,7.0620433417,0.9771234369,1.638
433.9964294,6.9643501982,0.9804235187,1.638
432.9994202,6.8840993115,0.9876752109,1.638
432.0021362,6.78108574175,0.9901002146,1.638
431.0047607,6.67774886465,0.9946755974,1.638
430.0071411,6.55087093835,0.9939415363,1.638
429.0094604,6.43394164725,0.9970100722,1.638
428.0115051,6.37066395765,0.9961355224,1.638
427.0133972,6.24446617995,0.9945080935,1.638
426.0151062,6.15264861185,0.9934814392,1.638
425.0166626,6.0280893615,0.9931296809,1.638
424.0180664,5.86895831885,0.9903432261,1.638
422.980896,5.61369712015,0.9873671972,1.638
421.9819031,5.4968642841,0.9853279914,1.638
420.9827881,5.36041477475,0.9772126257,1.638
419.983429,5.2314006567,0.9723126705,1.638
418.9839783,5.04388836055,0.9684620259,1.638
417.984314,4.9059414571,0.958219664,1.638
416.9845276,4.73370286385,0.9475563932,1.638
415.9844971,4.5507274118,0.9288847642,1.638
414.9843445,4.36738183295,0.9175698245,1.638
413.9840393,4.17134815345,0.9076564669,1.638
412.9834595,3.9624704064,0.8867623724,1.638
411.9828491,3.7642571363,0.8721513615,1.638
410.9819946,3.5317074187,0.84578891,1.638
409.9810181,3.30285116285,0.8251778327,1.638
409.0183411,3.30285116285,0.8016966096,1.638
408.0169983,3.07236401335,0.7923277282,1.638
407.0155029,2.82058585935,0.7589677593,1.638
406.0138245,2.56261344605,0.7466640726,1.638
405.0119934,2.32149019175,0.7060971712,1.638
404.0100098,2.0755043229,0.6973018006,1.638
403.0078735,1.8296343622,0.6509535283,1.638
402.0055542,1.6018834552,0.6358511177,1.638
401.0030518,1.19608688765,0.5992219981,1.638
400.0004272,1.02415863315,0.5856299569,1.638
399,0,0.57,1.638
